,Unnamed: 0,doc_id,doc_name,par_id,par,label,par_length,sent_num
4792,4792,67,narvii.com.txt,8,"As noted in the Terms of Use http://narvii.com/tos, we do not knowingly collect or solicit personal information from anyone under the age of 13 or under the age of 16 in countries subject to the EU General Data Protection Regulation (the “GDPR”), unless exempted by individual country exceptions (for more information, please see “EU Residents” below). If you are under 13, or 16 where applicable, please do not attempt to register for the Services or send any personal information about yourself to us. If we learn that we have collected personal information from a child under the required minimum age, we will delete that information as quickly as possible. If you believe that a child under the required minimum age may have provided us personal information, please contact us at legal@aminoapps.com.",Internal and Specific Audiences,154,4
4794,4794,67,narvii.com.txt,10,"We're constantly trying to improve our Services, so we may need to change this Privacy Policy from time to time as well, but we will alert you to changes via the Services (e.g., by posting a notice), by sending you an email, and/or by some other means. Please note that if you've opted not to receive legal notice emails from us (or you haven't provided us with your email address), those legal notices will still govern your use of the Services, and you are still responsible for reading and understanding them. If you use the Services after any changes to the Privacy Policy have been posted, that means you agree to all of the changes. Use of information we collect now is subject to the Privacy Policy in effect at the time such information is collected.",Policy Change,155,4
4796,4796,67,narvii.com.txt,12,"Information You Provide to Us:Narvii collects Personal Data about you when you provide such information directly to us, when third parties such as our business partners or service providers provide us with Personal Data about you, or when Personal Data about you is automatically collected in connection with your use of our Services.",First Party Collection,58,1
4797,4797,67,narvii.com.txt,13,"Information we collect directly from you: Narvii receives Personal Data directly from you when you provide us with such Personal Data, including without limitation the following:Email address",First Party Collection,31,1
4798,4798,67,narvii.com.txt,14,Mobile Phone Number,First Party Collection,3,1
4799,4799,67,narvii.com.txt,15,"User content, for example, posts, images, or videos (which can include Personal Data if you include Personal Data in such content)",First Party Collection,27,1
4800,4800,67,narvii.com.txt,16,Approximated geolocation if you choose to utilize such features,First Party Collection,9,1
4801,4801,67,narvii.com.txt,17,"Information we receive from third party sources: Some third parties such as our business partners and service providers provide us with Personal Data about you, such as the following:Account information for third party services: If you provide your third-party account credentials to us, or if you share content from our Services through a third party social media service, or otherwise sign in to the Services through a third party site or service (e.g., Facebook Connect), you understand some content and/or information in those accounts (“Third Party Account Information”) may be transmitted into your account with us if you authorize such transmissions through your account settings, and that Third Party Account Information transmitted to our Services is covered by this Privacy Policy. Certain information may be required to register with us or to take advantage of some of our features.",First Party Collection,157,2
4802,4802,67,narvii.com.txt,18,"Information from our advertising partners: We receive information about you from some of our service providers who assist us with marketing or promotional services related to how you interact with our websites, applications, products, services, advertisements or communications.",First Party Collection,44,1
4803,4803,67,narvii.com.txt,19,Information from other service providers: We receive information about you from some of our service providers who assist us in offering and improving our Services by providing information about how you use our Services and by helping us to maintain the security and integrity of our platform.,First Party Collection,49,1
4804,4804,67,narvii.com.txt,20,"We receive and store any information you knowingly provide to us. For example, through the registration process and/or through your account settings, we may collect Personal Data such as your email address and third-party account credentials (for example, your log-in credentials for Facebook or other third party sites).",First Party Collection,55,2
4805,4805,67,narvii.com.txt,21,"We may communicate with you if you’ve provided us the means to do so. For example, if you’ve given us your email address, we may send you promotional email offers on behalf of other businesses, or email you about your use of the Services. If you do not want to receive communications from us, please indicate your preference by support@aminoapps.com.",First Party Collection,73,3
4806,4806,67,narvii.com.txt,22,"Information we automatically collect when you use our Services: Some Personal Data is automatically collected when you use our Services, such as the following:IP addressDevice identifiers",First Party Collection,30,1
4807,4807,67,narvii.com.txt,23,Web browser information,First Party Collection,3,1
4808,4808,67,narvii.com.txt,24,Usage information,First Party Collection,2,1
4809,4809,67,narvii.com.txt,25,"Cookies and other tracking technologies (e.g. web beacons, pixel tags, SDKs, etc.) For more information, please review our Cookie Policy (https://support.aminoapps.com/hc/en-us/articles/360004040313).",Cookies and Similar Technologies,34,3
4810,4810,67,narvii.com.txt,26,"Log data (e.g. access times, hardware and software information)",Cookies and Similar Technologies,13,2
4812,4812,67,narvii.com.txt,28,"Information About Cookies. Cookies and other tracking technologies like web beacons, pixel stags, and SDKs (collectively, “Cookies”) are identifiers we transfer to your device that allow us to recognize your device and tell us how and when pages and features in our Services are visited and by how many people. You may be able to change the preferences on your device to prevent or limit your device’s acceptance of cookies, but this may prevent you from taking advantage of some of our features.",Cookies and Similar Technologies,96,3
4813,4813,67,narvii.com.txt,29,"Cookies can either be “session cookies” or “persistent cookies”. Session cookies are temporary cookies that are stored on your device while you are visiting our Website or using our Service, whereas “persistent cookies” are stored on your device for a period of time after you leave our Website or Service. We use persistent cookies on our website to store your preferences so that they are available for the next visit, and to keep a more accurate account of how often you visit our Services, and how your use of the Services varies over time. For more information on cookies, including how to control your cookie settings and preferences, visit http://ec.europa.eu/ipg/basics/legal/cookies/index_en.htm, https://ico.org.uk/for-the-public/online/cookies/ and http://www.allaboutcookies.org/.",Cookies and Similar Technologies,135,4
4814,4814,67,narvii.com.txt,30,"The Services uses the following cookies:Essential Cookies: Essential cookies are required for providing you features or services that you have requested. For example, certain cookies enable you to log into secure areas of our Services. Disabling these cookies may make certain features and services unavailable.",Cookies and Similar Technologies,52,3
4815,4815,67,narvii.com.txt,31,"Functionality Cookies: Functional cookies are used to record your choices and settings regarding our Services, maintain your preferences over time, and recognize you when you return to our Services. These cookies help us to personalize our content for you for what we think you might like based on your usage patterns and remember your preferences (for example, your choice of language).",Cookies and Similar Technologies,69,2
4816,4816,67,narvii.com.txt,32,Performance/Analytical Cookies: Performance/Analytical Cookies allow us to understand how users use our Services such as by collecting information on how often users use a particular feature of the Services. These aggregated statistics are used internally to improve the Services in a way that makes the Services interesting to as many users as possible. Performance/Analytical Cookies also help us measure the performance of our advertising campaigns in order to help us improve our campaigns and the Services’ content for those who engage with our advertising.,Cookies and Similar Technologies,89,3
4817,4817,67,narvii.com.txt,33,"Our advertising partners may also transmit cookies to your device, when you click on ads that appear on the Services. Also, if you click on a link to a third party website or service, a third party may also transmit cookies to you. Again, this Privacy Policy does not cover the use of cookies by any third parties, and we aren’t responsible for their privacy policies and practices. Please be aware that cookies placed by third parties may continue to track your activities online even after you have left our Services, and those third parties may not honor “Do Not Track” requests you have set using your device.",Cookies and Similar Technologies,122,4
4818,4818,67,narvii.com.txt,34,"How Do We Use Your Personal Data? We process Personal Data to operate, improve, understand and personalize our Services. For example, we use Personal Data to:Create and manage user profiles",First Party Use,37,3
4819,4819,67,narvii.com.txt,35,Communicate with you about the Services,First Party Use,6,1
4820,4820,67,narvii.com.txt,36,"Contact you about Service announcements, updates or offers",First Party Use,9,1
4821,4821,67,narvii.com.txt,37,Provide support and assistance for the Services,First Party Use,7,1
4822,4822,67,narvii.com.txt,38,Meet contract or legal obligations,First Party Use,5,1
4823,4823,67,narvii.com.txt,39,Comply with our legal or contractual obligations,First Party Use,7,1
4824,4824,67,narvii.com.txt,40,"Protect against or deter fraudulent, illegal or harmful actions",First Party Use,10,1
4825,4825,67,narvii.com.txt,41,Enforce our Terms of Service,First Party Use,5,1
4826,4826,67,narvii.com.txt,42,"Additionally, we may communicate with you if you’ve provided us the means to do so. For example, if you’ve given us your email address, we may email you about your use of the Services. If you do not want to receive communications from us, please indicate your preference by changing the notification settings in the app.",First Party Use,67,3
4827,4827,67,narvii.com.txt,43,Will Narvii Share Any of the Personal Information it Receives?,Third Party Sharing and Collection,11,1
4828,4828,67,narvii.com.txt,44,"We do not rent or sell your Personal Data in personally identifiable form to anyone. We may share your Personal Data with third parties as described in this section:Data that's been de-identified: We may de-identify your Personal Data so that you are not identified as an individual, and provide that information to our partners. We may also provide aggregate usage information to our partners (or allow partners to collect that information from you), who may use such information to understand how often and in what ways people use our Services, so that they, too, can provide you with an optimal online experience. However, we never disclose aggregate usage or de-identified information to a partner (or allow a partner to collect such information) in a manner that would identify you as an individual person.",Third Party Sharing and Collection,151,4
4829,4829,67,narvii.com.txt,45,"Advertisers: We allow advertisers and/or merchant partners (“Advertisers”) to choose the demographic information of users who will see their advertisements and/or promotional offers and you agree that we may provide any of the information we have collected from you in non-personally identifiable form to an Advertiser, in order for that Advertiser to select the appropriate audience for those advertisements and/or offers. For example, we might use the fact you are located in Kansas City to show you ads or offers for Kansas City’s businesses, but we will not tell such businesses who you are. Or, we might allow Advertisers to display their ads to users with similar usage patterns to yours, but we will not disclose usage information to Advertisers except in aggregate form, and not in a manner that would identify you personally. Note that if an advertiser asks us to show an ad to a certain audience or audience segment and you respond to that ad, the advertiser may conclude that you fit the description of the audience they were trying to reach. Sometimes Narvii conducts advertising campaigns on third party websites and applications (e.g., Facebook) (collectively, “Third Party Platforms”). In those cases, we may disclose your information in personally identifiable form to the operators of the Third Party Platforms solely to allow them to direct our advertising content to you via the Third Party Platform. In no event would we authorize such Third Party Platform Operators to reuse your email address in conjunction with other advertisers or for any other purpose.",Third Party Sharing and Collection,284,7
4830,4830,67,narvii.com.txt,46,"Affiliated Businesses: In certain situations, businesses or third party websites we're affiliated with may sell or provide products or services to you through or in connection with the Services (either alone or jointly with us). You can recognize when an affiliated business is associated with such a transaction or service, and we will share your Personal Data with that affiliated business only to the extent that it is related to such transaction or service. We have no control over the policies and practices of third party websites or businesses as to privacy or anything else, so if you choose to take part in any transaction or service relating to an affiliated website or business, please review all such business' or websites' policies.",Third Party Sharing and Collection,135,3
4831,4831,67,narvii.com.txt,47,"Agents: We employ other companies and people to perform tasks on our behalf and need to share your information with them to provide products or services to you; for example, we may use a data hosting service provider to store your information and make it available for use on the Services. Unless we tell you differently, our agents do not have any right to use the Personal Data we share with them beyond what is necessary to assist us.",Third Party Sharing and Collection,85,2
4832,4832,67,narvii.com.txt,48,"User Profiles and Submissions: Certain user profile information, including your name, location, and any video or image content that such user has uploaded to the Services, may be displayed to other users to facilitate user interaction within the Services or address your request for our services. Your account privacy settings may allow you to limit the other users who can see the Personal Data in your user profile and/or what information in your user profile is visible to others. Please remember that any content you upload to your public user profile, along with any Personal Data or content that you voluntarily disclose online in a manner other users can view (on discussion boards, in messages and chat areas, etc.) becomes publicly available, and can be collected and used by anyone. Your user name may also be displayed to other users if and when you send messages or comments or upload images or videos through the Services and other users can contact you through messages and comments.",User Control,182,5
4833,4833,67,narvii.com.txt,49,"Business Transfers: We may choose to buy or sell assets, and may share and/or transfer customer information in connection with the evaluation of and entry into such transactions. Also, if we (or our assets) are acquired, or if we go out of business, enter bankruptcy, or go through some other change of control, Personal Data could be one of the assets transferred to or acquired by a third party.",Third Party Sharing and Collection,80,2
4834,4834,67,narvii.com.txt,50,"In cases of onward transfer to third parties of data of EU individuals received pursuant to the EU-U.S. Privacy Shield, Narvii is potentially liable.",Third Party Sharing and Collection,26,1
4835,4835,67,narvii.com.txt,51,"Protection of Narvii and Others: We reserve the right to access, read, preserve, and disclose any information that we reasonably believe is necessary in response to a lawful request by public authorities, including to meet national security or law enforcement requirements; enforce or apply our Terms of Use http://narvii.com/tos and other agreements; or protect the rights, property, or safety of Narvii, our employees, our users, transferor others.",Third Party Sharing and Collection,82,1
4837,4837,67,narvii.com.txt,53,"Your account is protected by a password for your privacy and security. If you access your account via a third party site or service, you may have additional or different sign-on protections via that third party site or service. You must prevent unauthorized access to your account and Personal Data by selecting and protecting your password and/or other sign-on mechanism appropriately and limiting access to your device by signing off after you have finished accessing your account.",Data Security,81,3
4838,4838,67,narvii.com.txt,54,"We endeavor to protect the privacy of your account and other Personal Data we hold in our records, but unfortunately, we cannot guarantee complete security. Unauthorized entry or use, hardware or software failure, and other factors, may compromise the security of user information at any time.",Data Security,54,2
4840,4840,67,narvii.com.txt,56,"Through your account settings, you may access, and, in some cases, edit or delete the following information you've provided to us:User name and passwordEmail address",User Right,32,1
4841,4841,67,narvii.com.txt,57,User profile information,User Right,3,1
4842,4842,67,narvii.com.txt,58,"User content, including text, images and videos you have uploaded to the site",User Right,15,1
4843,4843,67,narvii.com.txt,59,"The information you can view, update, and delete may change as the Services change. If you have any questions about viewing or updating information we have on file about you, please contact us at support@aminoapps.com.",User Right,42,2
4844,4844,67,narvii.com.txt,60,"If you are a parent or guardian of a user of our Services who is under 13, or 16 where applicable, you may contact us at any time to ask that (a) we stop collecting Personal Data from such user and (b) we delete any Personal Data already collected from such user. Please contact us at legal@aminoapps.com to request deletion of the account of an underage user. Be advised that we may ask for additional verification and documentation to confirm your identity and authorization to make this request.",Internal and Specific Audiences,99,3
4845,4845,67,narvii.com.txt,61,"Under California Civil Code Sections 1798.83-1798.84, California residents are entitled to contact us to prevent disclosure of Personal Data to third parties for such third parties' direct marketing purposes; in order to submit such a request, please contact us at legal@aminoapps.com.",Internal and Specific Audiences,48,1
4847,4847,67,narvii.com.txt,63,"You can always opt not to disclose information to us, but keep in mind some information may be needed to register with us or to take advantage of some of our features.",User Right,34,1
4848,4848,67,narvii.com.txt,64,"You may be able to add, update, or delete information as explained above. When you update information, however, we may maintain a copy of the unrevised information in our records. Some information may remain in our records after your deletion of such information from your account. We may use any aggregated data derived from or incorporating your Personal Data after you update or delete it, but not in a manner that would identify you personally.",User Right,84,4
4850,4850,67,narvii.com.txt,66,"If you have any questions or concerns regarding our privacy policies, please send us a detailed message to legal@aminoapps.com, and we will try to resolve your concerns.",Privacy Contact Information,32,1
4851,4851,67,narvii.com.txt,67,Rights of EU Residents: The EU General Data Protection Regulation (the “GDPR”),User Right,17,1
4852,4852,67,narvii.com.txt,68,"If you are a resident of the European Union (“EU”), United Kingdom, Lichtenstein, Norway, or Iceland, you may have additional rights under the EU General Data Protection Regulation (the “GDPR”) with respect to your Personal Data, as outlined below.",User Right,54,1
4853,4853,67,narvii.com.txt,69,"For this section, we use the terms “Personal Data” and “processing” as they are defined in the GDPR, but “Personal Data” generally means information that can be used to individually identify a person, and “processing” generally covers actions that can be performed in connection with data such as collection, use, storage and disclosure. Narvii will be the controller of your Personal Data processed in connection with the Services. Note that we may also process Personal Data of our customers’ end users or employees in connection with our provision of services to customers, in which case we are the processor of Personal Data. If we are the processor of your Personal Data (i.e., not the controller), please contact the controller party in the first instance to address your rights with respect to such data.",Other,156,4
4854,4854,67,narvii.com.txt,70,"If there are any conflicts between this section and any other provision of this Privacy Policy, the policy or portion that is more protective of Personal Data shall control to the extent of such conflict. If you have any questions about this section or whether any of the following applies to you, please contact us at legal@aminoapps.com.",Privacy Contact Information,63,2
4856,4856,67,narvii.com.txt,72,"We will only process your Personal Data if we have a lawful basis for doing so. Lawful bases for processing include consent, contractual necessity and our “legitimate interests” or the legitimate interest of others, as further described below.",First Party Use,44,2
4857,4857,67,narvii.com.txt,73,"Contractual Necessity: We process the following categories of Personal Data as a matter of “contractual necessity”, meaning that we need to process the data to perform under our Terms of Service with you, which enables us to provide you with the Services. When we process data due to contractual necessity, failure to provide such Personal Data will result in your inability to use some or all portions of the Services that require such data.",First Party Collection,82,2
4871,4871,67,narvii.com.txt,87,"Consent: In some cases, we process Personal Data based on the consent you expressly grant to us at the time we collect such data. When we process Personal Data based on your consent, it will be expressly indicated to you at the point and time of collection.",First Party Use,52,2
4872,4872,67,narvii.com.txt,88,"Other Processing Grounds: From time to time we may also need to process Personal Data to comply with a legal obligation, if it is necessary to protect the vital interests of you or other data subjects, or if it is necessary for a task carried out in the public interest.",First Party Use,54,1
4873,4873,67,narvii.com.txt,89,How and With Whom Do We Share Your Data? We share Personal Data with vendors and third party service providers who work on our behalf and provide us with services related to the purposes described in this Privacy Policy or our Terms of Service. These parties include:Payment processors,Third Party Sharing and Collection,52,3
4874,4874,67,narvii.com.txt,90,Fraud prevention and integrity service providers,Third Party Sharing and Collection,6,1
4875,4875,67,narvii.com.txt,91,Ad networks,Third Party Sharing and Collection,2,1
4876,4876,67,narvii.com.txt,92,Analytics service providers,Third Party Sharing and Collection,3,1
4877,4877,67,narvii.com.txt,93,Contract personnel,Third Party Sharing and Collection,2,1
4878,4878,67,narvii.com.txt,94,Hosting service providers,Third Party Sharing and Collection,3,1
4879,4879,67,narvii.com.txt,95,Telecommunications service providers,Third Party Sharing and Collection,3,1
4880,4880,67,narvii.com.txt,96,"We also share Personal Data when necessary to complete a transaction initiated or authorized by you or provide you with a product or service you have requested. In addition to those set forth above, these parties also include:Other users (where you post information publicly or as otherwise necessary to effect a transaction initiated or authorized by you through the Services)",Third Party Sharing and Collection,66,2
4881,4881,67,narvii.com.txt,97,Social media services (if you interact with them through your use of the Services),Third Party Sharing and Collection,16,1
4882,4882,67,narvii.com.txt,98,Third party business partners who you access through the Services,Third Party Sharing and Collection,10,1
4883,4883,67,narvii.com.txt,99,Other parties authorized by you,Third Party Sharing and Collection,5,1
4884,4884,67,narvii.com.txt,100,We also share information with third parties when you have given us consent to do so (as indicated at the point such information is collected).,Third Party Sharing and Collection,28,1
4885,4885,67,narvii.com.txt,101,"We also share Personal Data when we believe it is necessary to:Comply with applicable law or respond to valid legal process, including from law enforcement or other government agencies",Third Party Sharing and Collection,32,1
4886,4886,67,narvii.com.txt,102,"Protect us, our business or our users, for example to enforce our terms of service, prevent spam or other unwanted communications and investigate or protect against fraud",Third Party Sharing and Collection,30,1
4887,4887,67,narvii.com.txt,103,Maintain the security of our products and services,Third Party Sharing and Collection,8,1
4888,4888,67,narvii.com.txt,104,Resolve technical or other operational issues,Third Party Sharing and Collection,6,1
4889,4889,67,narvii.com.txt,105,"Furthermore, if we choose to buy or sell assets, user information is typically one of the transferred business assets. Moreover, if we, or substantially all of our assets, were acquired, or if we go out of business or enter bankruptcy, user information would be one of the assets that is transferred or acquired by a third party, and we would share Personal Data with the party that is acquiring our assets. You acknowledge that such transfers may occur, and that any acquirer of us or our assets may continue to use your Personal Data as set forth in this policy.",Third Party Sharing and Collection,112,3
4890,4890,67,narvii.com.txt,106,"How Long Do We Retain Your Personal Data? We retain Personal Data about you for as long as you have an open account with us and for up to 30 days after you close your account. In some cases we retain Personal Data for longer, if doing so is necessary to comply with our legal obligations, resolve disputes or collect fees owed, or is otherwise permitted or required by applicable law, rule or regulation. Afterwards, we retain some information in a depersonalized or aggregated form but not in a way that would identify you personally.",Data Retention,104,4
4891,4891,67,narvii.com.txt,107,"What Security Measures Do We Use? We seek to protect Personal Data using appropriate technical and organizational measures based on the type of Personal Data and applicable processing activity. For example, implementing firewalls and requiring authentication to access data and hashing and anonymizing user identities and other information.",Data Security,52,3
4893,4893,67,narvii.com.txt,109,"What Rights Do You Have Regarding Your Personal Data? You have certain rights with respect to your Personal Data, including those set forth below. For more information about these rights, or to submit a request, please email legal@aminoapps.com. Please note that in some circumstances, we may not be able to fully comply with your request, such as if it is frivolous or extremely impractical, if it jeopardizes the rights of others, or if it is not required by law, but in those circumstances, we will still respond to notify you of such a decision. In some cases, we may also need to you to provide us with additional information, which may include Personal Data, if necessary to verify your identity and the nature of your request.",User Right,145,5
4894,4894,67,narvii.com.txt,110,"Access: You can request more information about the Personal Data we hold about you and request a copy of such Personal Data. You can also access certain of your Personal Data by accessing your profile Settings within Amino or by emailing a request to legal@aminoapps.com with the subject, “Personal Data Access,” explaining your request.",User Right,63,2
4895,4895,67,narvii.com.txt,111,"Rectification: If you believe that any Personal Data we are holding about you is incorrect or incomplete, you can request that we correct or supplement such data by emailing legal@aminoapps.com and explaining the nature of your request. You can also correct some of this information directly in the Settings section within Amino.",User Right,58,2
4896,4896,67,narvii.com.txt,112,"Erasure: You can delete all data associated with your account in the Settings section within Amino, subject to the data retention timeline outlined above. Or you may request assistance and ask that we erase some or all of your Personal Data from our systems by emailing legal@aminoapps.com.",User Right,53,2
4897,4897,67,narvii.com.txt,113,"Withdrawal of Consent: If we are processing your Personal Data based on your consent (as indicated at the time of collection of such data), you have the right to withdraw your consent at any time. Please note, however, that if you exercise this right, you may have to then provide express consent on a case-by-case basis for the use or disclosure of certain of your Personal Data, if such use or disclosure is necessary to enable you to utilize some or all of our Services.",User Right,95,2
4898,4898,67,narvii.com.txt,114,Portability: You can ask for a copy of your Personal Data in a machine-readable format. You can also request that we transmit the data to another controller where technically feasible.,User Right,33,2
4899,4899,67,narvii.com.txt,115,Objection: You can contact us to let us know that you object to the further use or disclosure of your Personal Data for certain purposes.,User Right,27,1
4900,4900,67,narvii.com.txt,116,Restriction of Processing: You can ask us to restrict further processing of your Personal Data.,User Right,17,1
4901,4901,67,narvii.com.txt,117,Right to File Complaint: You have the right to lodge a complaint about Company’s practices with respect to your Personal Data with the supervisory authority of your country or EU Member State.,User Right,36,1
4902,4902,67,narvii.com.txt,118,"Transfers of Personal Data: The Services are hosted and operated in the United States (“U.S.”) through Company and its service providers, and if you do not reside in the U.S., laws in the U.S. may differ from the laws where you reside. By using the Services, you acknowledge that any Personal Data about you, regardless of whether provided by you or obtained from a third party, is being provided to Company in the U.S. and will be hosted on U.S. servers, and you authorize Company to transfer, store and process your information to and in the U.S., and possibly other countries. You hereby consent to the transfer of your data to the U.S. as set forth herein.",Data Transfer,133,3
4903,4903,67,narvii.com.txt,119,Your Rights for EU Individuals: EU-US Privacy Shield,User Right,9,1
4904,4904,67,narvii.com.txt,120,"Narvii complies with the EU-US Privacy Shield Framework as set forth by the US Department of Commerce regarding the collection, use, and retention of personal information from European Union member countries transferred to the United States pursuant to Privacy Shield. Narvii has certified that it adheres to the Privacy Shield Principles with respect to such data. If there is any conflict between the policies in this privacy policy and data subject rights under the Privacy Shield Principles, the Privacy Shield Principles shall govern. To learn more about the Privacy Shield program, and to view our certification page, please visit https://www.privacyshield.gov/",User Right,110,4
4905,4905,67,narvii.com.txt,121,Company’s compliance with the Privacy Shield is subject to the investigatory and enforcement powers of the U.S. Federal Trade Commission.,Legal Basis,23,1
4906,4906,67,narvii.com.txt,122,"In compliance with the Privacy Shield Principles, Narvii commits to resolve complaints about your privacy and our collection or use of your personal information transferred to the United States pursuant to Privacy Shield. European Union individuals with Privacy Shield inquiries or complaints should first contact Narvii at:legal@aminoapps.com",Privacy Contact Information,53,2
4907,4907,67,narvii.com.txt,123,"Narvii has further committed to refer unresolved privacy complaints under the Privacy Shield Principles to an independent dispute resolution mechanism, the BBB EU PRIVACY SHIELD, operated by the Council of Better Business Bureaus. If you do not receive timely acknowledgment of your complaint, or if your complaint is not satisfactorily addressed, please visit www.bbb.org/EU-privacy-shield/for-eu-consumers for more information and to file a complaint. This service is provided free of charge to you.",Other,78,3
4908,4908,67,narvii.com.txt,124,"If your Privacy Shield complaint cannot be resolved through the above channels, under certain conditions, you may invoke binding arbitration for some residual claims not resolved by other redress mechanisms. See Privacy Shield Annex 1 at https://www.privacyshield.gov/article?id=ANNEX-I-introduction",Other,45,2
4909,4909,67,narvii.com.txt,125,"Narvii acknowledges that EU individuals have the right to access the personal information that we maintain about them, pursuant to the Privacy Shield Principles. An EU individual who seeks access, or who seeks to correct, amend, or delete inaccurate data, should direct their query to legal@aminoapps.com. If requested to remove data, we will respond within a reasonable timeframe.",User Right,69,3
4910,4910,67,narvii.com.txt,126,"We will also provide an EU individuals, pursuant to Privacy Shield Principles, with opt-out or opt-in choice before we share their data with third parties other than our agents, or before we use it for a purpose other than which it was originally collected or subsequently authorized.",Other,51,1
4912,4912,67,narvii.com.txt,128,The Privacy Shield Principles require that we remain potentially liable if any third party processing Personal Data on our behalf fails to comply with these Privacy Shield Principles (except to the extent we are not responsible for the event giving rise to any alleged damage).,Other,48,1
4913,4913,67,narvii.com.txt,129,"What If You Have Questions Regarding Your Personal Data? If you have any questions about this section or our data practices generally, please contact us using the following information:Physical address: 22 W 19th St., Floor 8 NY, NY 10011 Email address for contact: Eu-dataprotection@aminoapps.com",Privacy Contact Information,54,2
4914,4914,67,narvii.com.txt,130,"Designated representative and contact information: Activemind.legal Rechtsanwaltgesellschaft m.b.h. Potsdamer Straße 3 80802 München, Germany Tel. 089-41856017-0 Data Protection Officer and contact information: Aphaia Eagle House 163 City Road, London, EC1V 1NR",Privacy Contact Information,38,3
4917,4917,68,naveed-zafar.blogspot.com.txt,2,"Last updated: May 23, 2018",Policy Change,7,1
4918,4918,68,naveed-zafar.blogspot.com.txt,5,"This Document states the privacy policies for our applications with respect to the collection, use, and disclosure of personal and non-personal information.",Introductory/Generic,25,1
4919,4919,68,naveed-zafar.blogspot.com.txt,7,"PLEASE READ THIS PRIVACY POLICY CAREFULLY. BY ACCESSING OR USING THE SERVICE, YOU AGREE TO BE BOUND BY THE TERMS AND CONDITIONS DESCRIBED HEREIN AND ALL TERMS AND CONDITIONS INCORPORATED BY REFERENCE. IF YOU DO NOT AGREE TO ALL OF THE TERMS AND CONDITIONS SET FORTH BELOW, YOU MAY NOT USE THE NaveedZafar SERVICE.",Introductory/Generic,59,3
4921,4921,68,naveed-zafar.blogspot.com.txt,11,"Almost all of our apps do not require users to submit any of their personal information except some of our photo editing apps that may require the user to submit their photos for applying various photo effect filters. However, when you play/use the game/app, some of the third parties we use such as advertisement networks, advertisement mediation companies, data analytic service providers etc. may collect some, or all of the following information:Your device identifier and IP address;Demographic information (such as country);Information collected through various technologies;Other information that we receive from you, e.g. information exchanged with us on our social media channels for the Game/App;How you play/use the Game/App (frequency, device, platform, level etc.);Information you post on the Community of the Game/App.",First Party Collection,151,5
4922,4922,68,naveed-zafar.blogspot.com.txt,12,"With this list, we try to be as clear and complete as possible, but we find it important to keep this Privacy Policy legible, so there may be some other information that we may collect.",First Party Collection,39,1
4924,4924,68,naveed-zafar.blogspot.com.txt,16,"With regards to the information we collect, such as photos of users to apply one the various photo effect filters, we discard the user photos and the processed image and do not keep a copy of the same in our records. While, when the user plays/uses the Game/App, the third parties may use the collected information for the following purposes:To provide you the Game/App and associated websites and continuously improve their features;To provide helpdesk and support services;To enable in app purchases;To present interest based advertisements and to send you promotional messages by email or other communications;To enable social network integration, especially with Facebook, Twitter and Instagram;To prevent fraud and crime;To meet legal and tax obligations.",First Party Use,137,2
4925,4925,68,naveed-zafar.blogspot.com.txt,17,"In case we request you to provide us with your email address, which is highly rare; it will be used for the following purposes:Service emails (regarding updates, new design, new features, (new) games etc.);Administrative purposes, such as notification of a violation of our terms of use; delivering messages you have allowed us to forward (e.g. from other users in your social network).",First Party Use,82,3
4926,4926,68,naveed-zafar.blogspot.com.txt,18, Your personal data will be stored for a period necessary for your use of the Game/App for the purposes as described in this Privacy Policy.,First Party Use,26,1
4928,4928,68,naveed-zafar.blogspot.com.txt,22,Ad network providers,Third Party Sharing and Collection,3,1
4929,4929,68,naveed-zafar.blogspot.com.txt,23,We may use ad network providers who assist us to serve advertisements to you about our products and services. These ad network providers may also show interest based advertisements for other parties’ products and services within the Game/App or on the associated websites and social media platforms based on the information that we have about you.,Third Party Sharing and Collection,59,2
4930,4930,68,naveed-zafar.blogspot.com.txt,25,Social networks,Third Party Sharing and Collection,2,1
4931,4931,68,naveed-zafar.blogspot.com.txt,26,"The Game/App can be played and synchronized on multiple devices by using your Facebook account to log in. Facebook may provide certain information about you to us and we may use this information in order to show you advertisements. Facebook is a third party, so your activities on this social media platform are subject to their user and privacy policies, not ours.",Third Party Sharing and Collection,67,3
4932,4932,68,naveed-zafar.blogspot.com.txt,28,4.3. Partner networks,Third Party Sharing and Collection,4,2
4933,4933,68,naveed-zafar.blogspot.com.txt,29,We may use partner network providers who assist us to distribute the Game/App in order to enable as many users as possible to play/use the Game/App.,Third Party Sharing and Collection,27,1
4934,4934,68,naveed-zafar.blogspot.com.txt,31,4.4. Developers,Third Party Sharing and Collection,3,2
4935,4935,68,naveed-zafar.blogspot.com.txt,32,"After the Game has been launched it will continuously be monitored and improved to maintain and effectuate the best gaming experience for our gamers. Developers may therefore see and have access to your information, but they will only use this information for game optimization purposes.",Third Party Sharing and Collection,48,2
4936,4936,68,naveed-zafar.blogspot.com.txt,34,4.5. Third Party Analytics,Third Party Sharing and Collection,5,2
